Iteration 	Open List Size 	Batch Time             	Prepare Time          	Compute Time         	Check Time             	Total Time
        1 	             1 	1.2874603271484375e-05 	0.0007798671722412109 	0.003116130828857422 	0.00012636184692382812 	 0.004035234451293945
        2 	            12 	3.6716461181640625e-05 	0.006631135940551758  	0.007340192794799805 	0.00040793418884277344 	 0.014415979385375977
        4 	          1068 	0.004849672317504883   	0.671586275100708     	0.17975521087646484  	0.028857707977294922   	 0.8850488662719727
        6 	         36920 	0.23144936561584473    	1.690781831741333     	0.3628866672515869   	0.1231529712677002     	 2.408270835876465
        8 	         93355 	0.35564255714416504    	1.6938610076904297    	0.3495781421661377   	0.16141366958618164    	 2.560495376586914
       10 	        149951 	0.4654395580291748     	1.679875135421753     	0.4209473133087158   	0.19761109352111816    	 2.7638731002807617
       12 	        206186 	0.5880885124206543     	1.810049295425415     	0.34201478958129883  	0.08222842216491699    	 2.822381019592285
       14 	        262281 	0.7002136707305908     	1.704401969909668     	0.3449845314025879   	0.08631253242492676    	 2.8359127044677734
       16 	        318469 	0.8099842071533203     	1.7322185039520264    	0.34914731979370117  	0.08891177177429199    	 2.98026180267334
       18 	        374667 	0.874018669128418      	1.7077486515045166    	0.33286142349243164  	0.08222293853759766    	 2.996851682662964
       20 	        430699 	1.591015338897705      	1.7348651885986328    	0.34294843673706055  	0.0897054672241211     	 3.7585344314575195
       22 	        486887 	1.267815351486206      	1.7408347129821777    	0.3266618251800537   	0.08802628517150879    	 3.4233381748199463
       24 	        543007 	1.8767430782318115     	2.129680633544922     	0.3870420455932617   	0.08708047866821289    	 4.480546236038208
       26 	        598970 	1.8500094413757324     	1.704484462738037     	0.34801268577575684  	0.10614800453186035    	 4.008654594421387
       28 	        654998 	2.1778852939605713     	1.7195298671722412    	0.4274563789367676   	0.09143400192260742    	 4.4163055419921875
       30 	        710977 	2.6661698818206787     	1.7319281101226807    	0.36532139778137207  	0.08448529243469238    	 4.847904682159424
       32 	        767090 	2.7307910919189453     	1.7268695831298828    	0.33415865898132324  	0.08444046974182129    	 4.876259803771973
       34 	        823105 	2.755009889602661      	1.719940423965454     	0.32895874977111816  	0.08394598960876465    	 4.887855052947998
       36 	        879097 	3.0496931076049805     	1.6962742805480957    	0.3492298126220703   	0.08265113830566406    	 5.1778483390808105
       38 	        935259 	3.4862442016601562     	1.7083566188812256    	0.34024882316589355  	0.08401823043823242    	 5.618867874145508
       40 	        991280 	3.7823922634124756     	1.7168302536010742    	0.3424086570739746   	0.6499359607696533     	 6.491567134857178
       42 	       1047269 	4.222656726837158      	1.9512357711791992    	0.42587947845458984  	0.09067320823669434    	 6.690445184707642
       44 	       1103382 	4.441939830780029      	1.7261991500854492    	0.33483099937438965  	0.0838630199432373     	 6.5868330001831055
       46 	       1159344 	4.22368597984314       	2.501943349838257     	0.35712575912475586  	0.09401965141296387    	 7.176774740219116
       48 	       1215400 	5.344472885131836      	1.7433505058288574    	0.33666539192199707  	0.08915400505065918    	 7.51364278793335
       50 	       1271555 	4.831951856613159      	1.801839828491211     	0.33130669593811035  	0.08500838279724121    	 7.050106763839722
       52 	       1327598 	5.550878524780273      	1.9555716514587402    	0.42690515518188477  	0.09193658828735352    	 8.025291919708252
       54 	       1383648 	5.289432048797607      	1.7284605503082275    	0.34327077865600586  	0.08337736129760742    	 7.444540739059448
       56 	       1439596 	5.425415515899658      	1.7883963584899902    	0.35346078872680664  	0.0860595703125        	 7.653332233428955
       58 	       1495587 	5.465919733047485      	1.744382619857788     	0.3475301265716553   	0.08861994743347168    	 7.6464524269104
       60 	       1551562 	6.238528251647949      	2.68929386138916      	0.35859203338623047  	0.0888361930847168     	 9.375250339508057
       62 	       1607606 	5.721263647079468      	1.7094635963439941    	0.35004687309265137  	0.08289790153503418    	 7.8636720180511475
       64 	       1663522 	6.201148986816406      	1.748889684677124     	0.39062952995300293  	0.08910441398620605    	 8.42977261543274
       66 	       1719528 	6.311014413833618      	1.7154338359832764    	0.34247565269470215  	0.09274458885192871    	 8.461668491363525
       68 	       1775441 	6.404118776321411      	1.6973848342895508    	0.34423828125        	1.1519861221313477     	 9.59772801399231
       70 	       1831480 	6.254588842391968      	1.702868938446045     	0.326946496963501    	0.08402824401855469    	 8.368432521820068
       72 	       1887477 	7.120541095733643      	1.7344017028808594    	0.35193943977355957  	0.09241795539855957    	 9.299300193786621
       74 	       1943450 	7.556537866592407      	1.729332685470581     	0.32794189453125     	0.08573508262634277    	 9.699547529220581
       76 	       1999451 	6.9561333656311035     	1.701998233795166     	0.3881556987762451   	0.08626055717468262    	 9.132547855377197
       78 	       2055427 	7.8917248249053955     	1.7277023792266846    	0.3438091278076172   	1.4330663681030273     	11.396302700042725
       80 	       2111411 	8.134589433670044      	1.7268273830413818    	0.41082048416137695  	0.0859825611114502     	10.358219861984253
       82 	       2167337 	8.918860912322998      	1.7884159088134766    	0.3848295211791992   	0.08690881729125977    	11.179015159606934
       84 	       2223355 	8.215734004974365      	1.7715024948120117    	0.48146963119506836  	0.08950567245483398    	10.55821180343628
